date,pollution,dew,temp,press,wnd_spd,snow,rain
2011-02-01,35.083,-19.625,1.375,1022.542,46.261,0.000,0.000
2011-02-02,53.292,-18.583,0.042,1020.875,41.086,0.000,0.000
2011-02-03,100.875,-17.458,-0.875,1021.417,44.757,0.000,0.000
2011-02-04,131.125,-13.542,0.000,1021.458,11.641,0.000,0.000
2011-02-05,113.250,-9.750,-3.167,1018.667,3.462,0.000,0.000
2011-02-06,54.042,-10.667,2.500,1020.000,5.494,0.000,0.000
2011-02-07,141.625,-9.750,-0.292,1015.208,5.885,0.000,0.000
2011-02-08,98.458,-11.875,-0.583,1015.833,9.369,0.000,0.000
2011-02-09,126.875,-7.875,-2.125,1026.167,12.515,0.042,0.000
2011-02-10,65.000,-4.750,-3.708,1027.542,55.305,8.708,0.000
2011-02-11,62.208,-12.333,-3.792,1030.375,28.853,0.000,0.000
2011-02-12,27.583,-17.208,-6.042,1032.500,11.103,0.125,0.000
2011-02-13,73.625,-8.083,-4.917,1030.333,10.694,4.250,0.000
2011-02-14,33.125,-17.125,-5.417,1032.083,9.163,0.000,0.000
2011-02-15,202.208,-10.750,-5.833,1027.208,2.493,0.000,0.000
2011-02-16,268.875,-8.042,-3.333,1022.417,2.811,0.000,0.000
2011-02-17,209.625,-7.333,0.417,1024.750,7.784,0.000,0.000
2011-02-18,192.583,-9.708,0.208,1026.583,9.240,0.000,0.000
2011-02-19,189.250,-9.000,2.333,1024.208,10.562,0.000,0.000
2011-02-20,349.458,-5.792,0.917,1026.500,2.623,0.000,0.000
2011-02-21,493.917,-4.042,0.583,1024.583,1.654,0.000,0.000
2011-02-22,401.458,-5.292,0.750,1020.417,2.697,0.000,0.000
2011-02-23,416.667,-3.917,2.167,1015.375,5.402,0.000,0.000
2011-02-24,143.458,-9.917,4.167,1021.667,19.983,0.000,0.000
2011-02-25,70.917,-8.375,1.125,1031.167,11.197,0.000,0.000
2011-02-26,76.250,-4.417,-1.292,1026.625,10.524,1.500,0.000
2011-02-27,58.542,-4.750,-0.583,1027.333,27.058,1.167,0.000
2011-02-28,19.625,-11.083,1.458,1026.792,37.032,0.000,0.000
2011-03-01,23.500,-14.792,0.958,1025.667,52.162,0.000,0.000
2011-03-02,25.500,-15.792,1.667,1025.458,36.207,0.000,0.000
2011-03-03,15.708,-15.167,3.875,1026.875,132.275,0.000,0.000
2011-03-04,59.375,-11.000,4.083,1022.708,7.543,0.000,0.000
2011-03-05,96.958,-5.167,7.083,1016.583,23.615,0.000,0.000
2011-03-06,13.500,-13.792,7.042,1024.000,25.257,0.000,0.000
2011-03-07,16.917,-14.875,5.875,1023.500,57.911,0.000,0.000
2011-03-08,16.000,-16.375,5.458,1022.792,69.105,0.000,0.000
2011-03-09,20.000,-15.833,6.708,1027.417,28.315,0.000,0.000
2011-03-10,48.708,-13.750,7.417,1022.375,8.308,0.000,0.000
2011-03-11,92.958,-10.708,6.333,1017.125,6.202,0.000,0.000
2011-03-12,275.542,-3.542,8.083,1008.958,4.490,0.000,0.000
2011-03-13,175.208,-5.833,9.667,1013.583,15.700,0.000,0.000
2011-03-14,14.708,-17.250,6.458,1028.958,70.983,0.000,0.000
2011-03-15,15.958,-18.083,5.167,1027.083,264.989,0.000,0.000
2011-03-16,38.417,-13.000,4.500,1023.833,23.576,0.000,0.000
2011-03-17,98.833,-8.208,6.875,1017.792,4.394,0.000,0.000
2011-03-21,7.000,-17.458,4.500,1026.167,62.951,0.000,0.000
2011-03-22,17.417,-20.667,5.500,1028.042,79.682,0.000,0.000
2011-03-23,21.625,-16.458,6.625,1024.333,81.639,0.000,0.000
2011-03-24,10.042,-19.167,7.417,1026.375,131.018,0.000,0.000
2011-03-25,21.042,-14.542,8.458,1027.500,47.887,0.000,0.000
2011-03-26,61.667,-11.250,8.333,1025.542,5.719,0.000,0.000
2011-03-27,22.708,-13.833,11.625,1024.042,45.006,0.000,0.000
2011-03-28,45.667,-8.375,9.083,1027.083,9.541,0.000,0.000
2011-03-29,79.833,-5.958,11.167,1024.708,9.106,0.000,0.000
2011-03-30,82.875,-5.833,12.625,1019.792,7.522,0.000,0.000
2011-03-31,90.625,1.292,13.625,1015.250,3.464,0.000,0.000
2011-04-01,36.125,-5.500,10.083,1025.875,39.955,0.000,0.875
2011-04-02,59.250,-3.583,8.458,1029.000,13.726,0.000,0.292
2011-04-03,110.250,-8.167,11.125,1024.958,12.534,0.000,0.000
2011-04-04,126.000,-7.958,13.042,1022.958,16.625,0.000,0.000
2011-04-05,207.667,-4.792,12.958,1022.042,44.421,0.000,0.000
2011-04-06,59.292,1.958,13.417,1016.000,41.909,0.000,0.125
2011-04-08,3.750,-9.667,13.250,1018.833,32.105,0.000,0.000
2011-04-09,56.375,-4.542,16.833,1011.958,13.538,0.000,0.000
2011-04-10,19.500,-15.250,14.042,1021.583,25.478,0.000,0.000
2011-04-11,19.333,-14.667,15.083,1020.500,23.149,0.000,0.000
2011-04-12,101.792,-4.083,16.250,1013.292,14.842,0.000,0.000
2011-04-13,168.167,5.042,17.500,1010.750,5.994,0.000,0.000
2011-04-14,79.417,1.125,21.917,1004.167,11.530,0.000,0.000
2011-04-15,6.625,-4.667,19.583,1010.583,14.065,0.000,0.000
2011-04-16,35.875,-1.792,16.083,1013.833,25.126,0.000,0.000
2011-04-17,57.792,-6.125,16.458,1011.500,89.351,0.000,0.000
2011-04-18,15.792,-10.000,14.292,1016.792,37.935,0.000,0.000
2011-04-19,76.500,-1.333,14.792,1016.667,21.333,0.000,0.000
2011-04-20,142.333,4.750,16.333,1008.708,14.870,0.000,0.000
2011-04-21,72.333,6.625,13.083,1014.375,16.893,0.000,0.625
2011-04-22,11.708,4.708,12.375,1015.958,5.996,0.000,0.000
2011-04-23,6.417,2.250,13.583,1013.250,14.120,0.000,0.000
2011-04-24,17.500,-2.583,15.667,1010.167,73.315,0.000,0.000
2011-04-25,107.542,4.167,13.375,1003.333,15.276,0.000,0.000
2011-04-26,76.292,4.583,13.083,1004.500,15.385,0.000,0.042
2011-04-27,44.458,1.250,13.708,1010.208,12.832,0.000,0.000
2011-04-28,45.417,4.667,16.333,1006.083,15.835,0.000,0.000
2011-04-29,118.042,10.625,15.833,998.750,11.998,0.000,0.125
2011-04-30,163.875,4.792,15.875,1001.458,44.143,0.000,0.000
2011-05-01,68.000,-1.875,21.667,1009.917,158.368,0.000,0.000
2011-05-02,24.208,-5.708,19.667,1011.417,54.056,0.000,0.000
2011-05-03,20.333,-3.292,19.625,1014.750,15.329,0.000,0.000
2011-05-04,66.250,7.292,14.875,1010.250,46.081,0.000,0.042
2011-05-05,109.333,5.000,16.125,1002.083,8.398,0.000,0.083
2011-05-06,52.792,0.042,18.250,1002.583,23.671,0.000,0.000
2011-05-07,31.250,4.125,19.833,1007.333,9.723,0.000,0.000
2011-05-08,60.500,8.125,15.583,1010.292,14.094,0.000,1.875
2011-05-09,51.667,7.958,18.917,1005.958,12.292,0.000,0.125
2011-05-10,33.625,6.083,20.583,1007.792,18.942,0.000,0.000
2011-05-11,104.542,3.625,20.917,1006.208,37.808,0.000,0.000
2011-05-12,42.542,-5.917,19.083,1009.333,196.566,0.000,0.000
2011-05-13,31.750,-3.792,22.000,1009.750,127.735,0.000,0.000
2011-05-14,30.417,-2.375,24.833,1007.667,42.544,0.000,0.000
2011-05-15,39.417,0.542,20.625,1010.417,12.908,0.000,0.000
2011-05-16,52.833,2.375,19.875,1012.417,17.635,0.000,0.000
2011-05-17,146.042,11.958,20.708,999.500,16.280,0.000,0.000
2011-05-18,184.167,13.417,22.583,998.917,10.744,0.000,0.000
2011-05-19,12.708,3.875,20.583,1010.292,46.647,0.000,0.125
2011-05-20,33.083,-1.708,17.417,1013.875,30.384,0.000,0.000
2011-05-21,41.958,-1.958,18.958,1013.333,26.788,0.000,0.000
2011-05-22,65.042,2.417,21.333,1010.750,27.415,0.000,0.000
2011-05-23,103.667,8.167,21.417,1012.250,26.373,0.000,0.000
2011-05-24,69.208,9.750,22.417,1013.708,106.945,0.000,0.000
2011-05-25,58.750,9.875,23.208,1013.042,181.724,0.000,0.000
2011-05-26,47.708,11.292,20.542,1012.292,26.228,0.000,0.292
2011-05-27,35.250,14.042,21.250,1011.208,12.210,0.000,0.000
2011-05-28,143.333,15.792,25.542,1008.583,32.357,0.000,0.000
2011-05-29,107.792,17.500,24.875,1007.333,13.544,0.000,0.000
2011-05-30,57.042,11.917,24.917,1002.625,5.419,0.000,0.000
2011-05-31,12.667,8.417,23.917,1002.292,77.226,0.000,0.042
2011-06-01,16.333,7.375,25.875,1006.625,98.090,0.000,0.000
2011-06-02,77.958,10.250,27.042,1003.708,12.943,0.000,0.000
2011-06-03,30.125,4.417,26.500,1004.042,13.877,0.000,0.000
2011-06-04,32.667,7.958,25.000,1006.417,8.881,0.000,0.000
2011-06-05,84.833,11.583,26.167,1006.375,15.715,0.000,0.000
2011-06-06,83.333,15.958,25.333,1000.292,3.147,0.000,0.125
2011-06-07,140.292,17.167,25.625,996.375,6.165,0.000,0.125
2011-06-08,27.167,16.292,25.792,998.583,16.352,0.000,0.833
2011-06-09,129.375,17.250,26.250,1002.500,14.191,0.000,0.000
2011-06-10,115.833,16.417,26.875,999.792,14.360,0.000,0.125
2011-06-11,67.458,16.792,22.708,1003.542,5.120,0.000,0.042
2011-06-12,22.000,12.125,26.167,1006.000,8.233,0.000,0.000
2011-06-13,86.792,16.542,26.542,1005.667,7.879,0.000,0.000
2011-06-14,153.792,16.792,27.292,1002.708,13.875,0.000,0.458
2011-06-15,147.208,19.042,24.583,1002.500,11.006,0.000,0.208
2011-06-16,115.708,17.250,21.375,1006.042,5.606,0.000,0.208
2011-06-17,100.542,17.917,24.792,1007.792,6.237,0.000,0.000
2011-06-18,182.583,19.125,26.375,1006.625,9.588,0.000,0.000
2011-06-19,196.375,19.542,25.667,1006.708,15.232,0.000,0.000
2011-06-20,180.125,18.042,27.208,1004.167,14.320,0.000,0.000
2011-06-21,146.375,17.000,29.833,1002.042,37.830,0.000,0.000
2011-06-22,250.792,20.375,26.333,998.500,21.571,0.000,0.042
2011-06-23,139.542,21.125,22.750,998.750,13.523,0.000,1.333
2011-06-24,26.958,15.875,22.750,1008.292,10.467,0.000,1.167
2011-06-25,33.292,14.917,25.000,1011.125,3.745,0.000,0.000
2011-06-26,52.167,14.958,25.542,1003.708,9.330,0.000,0.000
2011-06-27,58.458,15.583,26.167,998.875,10.355,0.000,0.000
2011-06-28,140.125,18.750,26.750,1002.083,13.876,0.000,0.000
2011-06-29,231.958,21.250,25.917,1003.667,14.176,0.000,0.000
2011-06-30,143.167,22.042,25.250,1002.625,3.688,0.000,0.167
2011-07-01,141.167,23.042,25.000,1002.417,3.353,0.000,0.458
2011-07-02,158.833,23.417,25.667,1000.417,2.158,0.000,0.667
2011-07-03,110.500,18.875,28.708,1001.625,6.928,0.000,0.000
2011-07-04,64.583,18.042,29.042,1003.333,7.580,0.000,0.000
2011-07-05,121.875,19.375,27.125,999.542,29.648,0.000,0.000
2011-07-06,171.375,21.292,27.750,996.750,9.276,0.000,0.000
2011-07-07,28.792,14.333,25.375,996.625,9.777,0.000,0.250
2011-07-08,23.208,14.958,25.875,998.833,17.688,0.000,0.042
2011-07-09,22.000,15.042,27.333,1004.458,8.307,0.000,0.000
2011-07-10,82.667,19.250,27.250,1006.542,6.688,0.000,0.000
2011-07-11,193.208,21.792,27.167,1007.583,13.705,0.000,0.000
2011-07-12,110.958,21.458,26.750,1008.000,13.188,0.000,0.000
2011-07-13,95.375,21.958,27.250,1005.292,18.147,0.000,0.125
2011-07-14,104.667,21.917,26.750,1005.375,6.223,0.000,0.083
2011-07-15,74.250,20.875,25.125,1006.000,12.854,0.000,0.625
2011-07-16,75.750,19.917,26.542,1004.458,17.863,0.000,0.125
2011-07-17,102.125,21.083,23.958,1004.500,4.620,0.000,0.292
2011-07-18,103.958,20.625,24.917,1004.583,5.160,0.000,0.000
2011-07-19,102.583,21.667,25.958,1002.250,5.309,0.000,0.042
2011-07-20,42.333,21.917,23.417,1002.542,7.039,0.000,1.750
2011-07-21,90.417,22.833,25.167,1002.708,10.202,0.000,0.250
2011-07-22,167.750,23.833,25.750,1002.875,30.940,0.000,0.083
2011-07-23,288.250,26.208,28.542,1002.375,2.830,0.000,0.000
2011-07-24,240.958,25.625,27.542,1001.583,9.465,0.000,1.917
2011-07-25,48.958,23.958,25.542,998.958,2.437,0.000,0.917
2011-07-26,50.167,22.792,27.958,999.708,8.009,0.000,0.042
2011-07-27,63.958,23.375,26.250,1002.125,13.520,0.000,0.250
2011-07-28,202.917,25.333,27.875,1004.875,22.889,0.000,0.000
2011-07-29,140.917,23.625,24.917,1005.958,8.214,0.000,5.000
2011-07-30,40.875,21.917,25.875,1001.708,8.716,0.000,6.500
2011-07-31,55.917,22.625,28.167,1002.917,6.778,0.000,0.000
2011-08-03,30.542,20.417,25.542,1005.167,25.778,0.000,0.000
2011-08-04,100.042,21.792,26.500,1004.542,17.583,0.000,0.000
2011-08-05,150.500,23.000,26.667,1006.167,15.669,0.000,0.000
2011-08-06,9.417,22.042,25.417,1006.375,28.755,0.000,0.000
2011-08-07,4.375,23.208,26.417,1006.167,14.007,0.000,0.000
2011-08-08,75.375,23.083,28.500,1000.958,9.932,0.000,0.000
2011-08-09,159.417,24.125,27.458,1003.458,8.198,0.000,1.375
2011-08-10,7.583,21.250,27.708,1007.000,8.161,0.000,0.000
2011-08-11,90.792,23.667,28.458,1005.417,8.665,0.000,0.000
2011-08-12,133.750,24.083,28.375,1002.875,11.197,0.000,0.000
2011-08-13,120.625,24.375,27.625,1000.417,30.061,0.000,0.000
2011-08-14,104.208,24.750,26.000,1001.875,8.385,0.000,0.542
2011-08-15,119.083,23.750,24.792,1002.000,6.802,0.000,1.625
2011-08-16,15.417,20.167,27.167,1003.625,11.938,0.000,0.250
2011-08-17,51.208,21.167,24.375,1007.333,11.399,0.000,0.417
2011-08-18,20.125,18.375,25.417,1010.250,11.234,0.000,0.000
2011-08-19,58.333,19.958,24.875,1012.042,18.398,0.000,0.000
2011-08-20,77.750,20.167,25.000,1011.917,14.752,0.000,0.000
2011-08-21,76.917,20.500,25.333,1010.500,5.996,0.000,0.000
2011-08-22,96.750,19.333,25.125,1010.917,5.099,0.000,0.000
2011-08-23,5.417,19.583,24.625,1011.958,3.632,0.000,0.000
2011-08-24,65.708,20.000,23.833,1011.833,5.645,0.000,0.167
2011-08-25,99.292,20.250,22.250,1014.083,4.695,0.000,0.125
2011-08-26,91.000,20.750,22.917,1015.375,13.556,0.000,0.958
2011-08-27,90.125,19.375,22.750,1013.208,7.880,0.000,0.000
2011-08-28,86.250,18.917,23.250,1009.833,4.563,0.000,0.000
2011-08-29,116.250,20.250,24.250,1009.042,5.811,0.000,0.000
2011-08-30,164.917,22.375,25.958,1008.333,5.045,0.000,0.000
2011-08-31,235.167,23.625,26.333,1005.125,2.101,0.000,0.000
2011-09-01,38.917,16.667,23.667,1010.583,14.710,0.000,0.292
2011-09-02,55.208,17.167,23.167,1009.583,11.376,0.000,0.000
2011-09-03,84.542,19.125,23.250,1012.750,12.141,0.000,0.000
2011-09-04,91.458,17.333,23.750,1013.208,4.842,0.000,0.000
2011-09-05,90.375,16.875,22.625,1013.125,12.236,0.000,0.000
2011-09-06,112.250,17.083,23.333,1009.833,13.559,0.000,0.000
2011-09-07,163.208,18.333,22.875,1005.958,22.676,0.000,0.250
2011-09-08,38.208,15.583,18.833,1012.333,6.350,0.000,0.250
2011-09-09,21.292,9.958,19.458,1020.083,7.264,0.000,0.000
2011-09-10,21.625,12.875,14.708,1023.583,10.954,0.000,7.125
2011-09-11,43.458,14.083,17.625,1019.125,6.409,0.000,0.000
2011-09-12,120.583,14.917,16.708,1015.875,11.361,0.000,0.000
2011-09-13,120.042,17.833,20.000,1012.292,20.890,0.000,0.000
2011-09-14,155.917,18.083,20.792,1010.083,3.779,0.000,0.000
2011-09-15,156.167,18.042,21.167,1009.833,3.781,0.000,0.125
2011-09-16,23.167,13.042,19.292,1014.375,10.432,0.000,0.292
2011-09-17,17.917,3.833,17.042,1019.708,5.978,0.000,0.625
2011-09-18,21.500,2.542,14.917,1025.500,8.360,0.000,0.000
2011-09-19,28.708,4.833,15.458,1023.333,15.648,0.000,0.000
2011-09-20,37.000,5.208,16.667,1019.292,13.134,0.000,0.000
2011-09-21,39.500,5.917,17.667,1015.000,6.445,0.000,0.000
2011-09-22,50.167,6.417,18.375,1014.750,12.963,0.000,0.000
2011-09-23,116.417,10.417,18.500,1015.625,8.026,0.000,0.000
2011-09-24,148.333,12.375,19.333,1013.917,5.643,0.000,0.000
2011-09-25,260.333,14.625,18.625,1016.250,3.776,0.000,0.000
2011-09-26,208.500,13.500,19.458,1017.792,12.420,0.000,0.000
2011-09-27,216.542,13.708,19.042,1016.500,10.822,0.000,0.000
2011-09-28,289.125,16.125,18.292,1014.208,2.117,0.000,0.000
2011-09-29,58.750,2.375,18.292,1018.083,56.757,0.000,0.000
2011-09-30,25.000,-1.042,14.042,1024.542,14.172,0.000,0.000
2011-10-01,41.500,1.083,14.708,1025.125,8.777,0.000,0.000
2011-10-02,23.667,-0.583,12.917,1030.542,4.808,0.000,0.000
2011-10-03,21.417,1.375,13.000,1026.833,14.769,0.000,0.000
2011-10-07,48.750,8.375,13.792,1019.167,7.632,0.000,0.000
2011-10-08,189.500,11.917,15.625,1017.875,5.288,0.000,0.000
2011-10-09,359.458,14.375,18.792,1018.417,7.414,0.000,0.000
2011-10-10,80.167,7.500,17.375,1025.000,4.730,0.000,0.000
2011-10-11,111.375,11.458,17.542,1023.458,6.090,0.000,0.000
2011-10-12,219.542,13.208,17.167,1017.208,2.604,0.000,0.000
2011-10-13,100.042,11.500,17.208,1011.458,7.714,0.000,0.625
2011-10-14,13.208,1.583,15.708,1011.042,21.439,0.000,0.000
2011-10-15,14.333,2.917,15.417,1009.208,86.628,0.000,0.000
2011-10-16,15.917,1.125,16.917,1013.083,21.785,0.000,0.000
2011-10-17,30.375,1.333,12.083,1022.542,3.668,0.000,0.000
2011-10-18,91.083,7.167,12.125,1024.167,2.958,0.000,0.000
2011-10-19,171.750,9.792,12.458,1021.792,6.947,0.000,0.000
2011-10-20,287.208,11.667,13.250,1020.500,2.866,0.000,0.042
2011-10-21,252.500,10.750,13.250,1019.708,2.265,0.000,0.000
2011-10-22,314.208,11.375,13.542,1017.333,3.279,0.000,0.000
2011-10-23,192.042,6.792,10.458,1021.250,10.970,0.000,1.875
2011-10-24,16.208,-2.792,7.500,1028.375,5.758,0.000,0.000
2011-10-25,16.333,-2.958,7.458,1029.625,7.579,0.000,0.000
2011-10-26,87.167,3.542,7.458,1024.542,1.545,0.000,0.042
2011-10-27,102.792,5.000,8.958,1023.042,4.076,0.000,0.000
2011-10-28,163.458,3.958,9.500,1024.250,2.883,0.000,0.000
2011-10-29,231.417,6.292,8.708,1021.583,8.140,0.000,0.000
2011-10-30,285.792,7.375,8.833,1021.292,7.565,0.000,0.000
2011-10-31,246.250,10.917,12.667,1022.750,3.498,0.000,0.000
2011-11-01,189.208,11.000,12.917,1023.250,7.521,0.000,0.042
2011-11-02,41.375,2.958,10.583,1027.917,22.605,0.000,0.000
2011-11-03,67.167,6.333,12.250,1026.417,1.672,0.000,0.125
2011-11-04,99.250,7.667,13.250,1022.958,3.594,0.000,0.167
2011-11-05,29.875,4.500,11.417,1026.875,17.023,0.000,1.375
2011-11-06,65.167,3.125,9.583,1027.667,2.643,0.000,0.000
2011-11-07,57.458,1.375,9.000,1027.667,7.843,0.000,0.000
2011-11-08,55.375,2.500,11.167,1026.792,8.922,0.000,0.000
2011-11-09,37.208,-1.667,8.042,1025.375,7.727,0.000,0.000
2011-11-10,65.917,-2.792,7.208,1019.292,8.904,0.000,0.000
2011-11-11,150.042,0.708,6.292,1014.875,2.249,0.000,0.000
2011-11-12,57.333,-5.958,11.083,1017.958,23.745,0.000,0.000
2011-11-13,26.792,-11.708,5.375,1025.167,21.008,0.000,0.000
2011-11-14,143.042,-6.625,3.750,1025.458,1.860,0.000,0.000
2011-11-15,208.250,-0.083,4.042,1026.833,2.530,0.000,0.000
2011-11-16,203.292,4.000,7.167,1026.750,3.277,0.000,0.000
2011-11-17,121.292,5.917,6.917,1020.750,7.433,0.000,3.250
2011-11-18,86.167,4.667,9.583,1015.417,13.508,0.000,0.250
2011-11-19,23.500,-8.167,4.333,1023.500,76.119,0.000,0.167
2011-11-20,53.083,-9.333,0.625,1029.917,24.665,0.000,0.000
2011-11-21,137.583,-4.000,1.583,1028.958,3.912,0.000,0.000
2011-11-22,167.208,-5.917,4.125,1022.667,32.760,0.000,0.000
2011-11-23,19.458,-14.750,0.833,1032.042,162.969,0.000,0.000
2011-11-24,177.708,-7.750,-2.458,1027.792,1.599,0.000,0.000
2011-11-25,213.333,-5.750,-0.958,1028.208,6.794,0.000,0.000
2011-11-26,247.083,-4.042,1.500,1021.333,12.183,0.000,0.000
2011-11-27,225.792,-3.167,2.708,1020.792,6.315,0.000,0.000
2011-11-28,138.625,-2.333,4.875,1025.833,13.095,0.000,0.000
2011-11-29,63.625,-8.333,1.917,1033.292,4.657,0.000,0.000
2011-11-30,94.917,-11.042,0.708,1037.375,5.548,0.000,0.000
2011-12-01,158.042,-7.417,-1.833,1031.417,2.696,0.000,0.000
2011-12-02,320.625,-2.042,-1.042,1023.417,2.511,1.167,0.000
2011-12-03,125.500,-7.042,-0.583,1025.750,5.272,0.000,0.000
2011-12-04,259.292,-4.542,-2.208,1028.792,4.040,0.000,0.000
2011-12-05,320.458,-1.875,-1.333,1031.792,2.379,0.375,0.000
2011-12-06,239.292,-0.500,0.292,1031.167,5.271,0.875,0.000
2011-12-07,127.583,-6.917,0.917,1033.417,37.590,0.417,0.000
2011-12-08,11.042,-17.458,-3.750,1039.708,84.647,0.000,0.000
2011-12-09,18.208,-16.667,-3.625,1036.917,63.715,0.000,0.000
2011-12-10,34.292,-14.000,0.125,1029.000,111.830,0.000,0.000
2011-12-11,84.667,-9.583,2.125,1026.083,17.768,0.000,0.000
2011-12-12,48.083,-7.833,1.667,1029.625,10.879,0.000,0.000
2011-12-13,159.667,-2.208,0.375,1024.583,3.479,0.000,0.000
2011-12-14,14.458,-17.250,-1.792,1033.250,113.112,0.000,0.000
2011-12-15,14.542,-18.917,-4.375,1036.625,84.683,0.000,0.000
2011-12-16,23.042,-21.583,-6.208,1038.458,154.302,0.000,0.000
2011-12-17,106.958,-17.167,-5.792,1033.542,5.702,0.000,0.000
2011-12-18,54.083,-17.583,-3.042,1033.208,10.764,0.000,0.000
2011-12-19,57.750,-18.417,-2.333,1031.042,4.690,0.000,0.000
2011-12-20,87.917,-15.083,-2.750,1028.750,10.098,0.000,0.000
2011-12-21,23.500,-17.958,-1.958,1029.792,37.787,0.000,0.000
2011-12-22,27.250,-17.667,-2.125,1031.958,31.680,0.000,0.000
2011-12-23,58.125,-15.208,-2.458,1026.333,12.013,0.000,0.000
2011-12-24,39.417,-15.875,-1.917,1027.458,14.007,0.000,0.000
2011-12-25,86.792,-14.125,-3.583,1032.042,2.739,0.000,0.000
2011-12-26,135.417,-12.208,-4.917,1036.083,2.847,0.000,0.000
2011-12-27,198.625,-10.292,-4.167,1030.917,6.019,0.000,0.000
2011-12-28,171.792,-9.667,-2.625,1031.500,14.377,0.000,0.000
2011-12-29,61.375,-10.583,-4.708,1037.958,22.581,0.250,0.000
2011-12-30,132.792,-8.750,-4.083,1033.542,5.586,0.000,0.000
2011-12-31,159.000,-11.792,-3.667,1029.000,11.083,0.000,0.000
2012-01-01,78.958,-14.958,-3.375,1033.000,14.153,0.000,0.000
2012-01-02,67.583,-13.250,-2.708,1028.875,33.846,0.000,0.000
2012-01-03,14.792,-19.458,-3.917,1032.375,220.147,0.000,0.000
2012-01-04,30.667,-19.542,-4.458,1034.208,88.252,0.000,0.000
2012-01-05,113.083,-17.458,-6.125,1029.208,5.215,0.000,0.000
2012-01-06,119.500,-13.542,-5.375,1037.083,13.007,0.000,0.000
2012-01-07,112.750,-7.167,-4.500,1037.875,22.905,7.125,0.000
2012-01-08,165.542,-7.833,-4.125,1032.708,3.798,0.000,0.000
2012-01-09,173.542,-11.625,-5.292,1031.542,4.765,0.000,0.000
2012-01-10,246.333,-13.250,-3.625,1033.292,26.135,0.000,0.000
2012-01-11,50.917,-16.792,-5.458,1036.875,11.361,0.000,0.000
2012-01-12,155.250,-14.792,-5.167,1026.250,4.990,0.000,0.000
2012-01-13,59.208,-13.875,-2.375,1027.375,19.968,0.000,0.000
2012-01-14,38.333,-14.958,-2.750,1025.833,4.674,0.000,0.000
2012-01-17,163.625,-7.000,-2.083,1022.542,2.251,0.000,0.000
2012-01-18,397.958,-6.417,-2.833,1025.583,6.179,0.000,0.000
2012-01-19,426.792,-6.667,-2.417,1028.750,3.623,0.000,0.000
2012-01-20,58.667,-18.875,-3.458,1035.042,59.288,0.000,0.000
2012-01-21,15.458,-25.708,-8.292,1037.250,71.388,0.000,0.000
2012-01-22,48.042,-24.833,-9.292,1034.792,8.084,0.000,0.000
2012-01-23,199.875,-23.083,-8.292,1028.708,22.502,0.000,0.000
2012-01-24,21.375,-22.458,-5.833,1027.625,26.948,0.000,0.000
2012-01-25,61.500,-20.542,-6.250,1022.917,6.385,0.000,0.000
2012-01-26,109.750,-17.917,-5.542,1020.792,3.370,0.000,0.000
2012-01-27,73.625,-17.625,-3.875,1026.625,8.325,0.000,0.000
2012-01-28,86.750,-10.458,-5.375,1030.333,2.657,0.125,0.000
2012-01-29,46.583,-18.833,-4.917,1033.833,6.070,0.000,0.000
2012-01-30,117.917,-10.458,-6.417,1030.667,7.913,2.292,0.000
2012-01-31,76.375,-18.333,-4.833,1024.917,31.999,0.000,0.000
2012-02-01,18.542,-25.625,-8.625,1035.792,14.695,0.000,0.000
2012-02-02,28.208,-24.375,-7.375,1036.750,24.616,0.000,0.000
2012-02-03,71.042,-23.167,-6.042,1025.042,13.689,0.000,0.000
2012-02-04,35.250,-22.542,-3.583,1026.000,9.573,0.000,0.000
2012-02-05,127.875,-13.583,-1.875,1019.000,3.612,0.000,0.000
2012-02-06,79.792,-21.375,-4.542,1026.500,98.733,0.000,0.000
2012-02-07,18.042,-25.375,-7.208,1031.375,127.897,0.000,0.000
2012-02-08,14.833,-22.917,-4.542,1026.583,54.681,0.000,0.000
2012-02-09,47.542,-19.667,-4.000,1025.875,7.358,0.000,0.000
2012-02-10,25.708,-20.917,-1.000,1028.958,25.076,0.000,0.000
2012-02-11,87.792,-19.000,-2.333,1027.292,12.349,0.000,0.000
2012-02-12,106.542,-9.250,-3.250,1027.042,4.429,0.000,0.000
2012-02-13,203.542,-9.500,-2.042,1022.917,3.873,0.000,0.000
2012-02-14,112.792,-17.333,-1.375,1026.750,6.722,0.000,0.000
2012-02-15,112.042,-10.833,-3.250,1028.750,5.308,0.000,0.000
2012-02-16,13.583,-20.417,-2.083,1029.833,72.738,0.000,0.000
2012-02-17,13.750,-21.833,-4.000,1032.542,229.602,0.000,0.000
2012-02-18,32.417,-21.333,-2.875,1031.083,40.344,0.000,0.000
2012-02-19,70.042,-19.958,-1.750,1024.083,4.655,0.000,0.000
2012-02-20,145.083,-16.500,-1.083,1020.583,6.706,0.000,0.000
2012-02-21,117.333,-10.833,-0.958,1020.083,3.930,0.000,0.000
2012-02-22,167.792,-5.583,0.708,1015.583,4.487,0.000,0.000
2012-02-23,23.458,-16.250,0.042,1026.000,15.405,0.000,0.000
2012-02-24,96.042,-11.042,-0.417,1024.083,12.200,0.000,0.000
2012-02-25,22.583,-18.792,-0.708,1030.792,37.361,0.000,0.000
2012-02-26,58.917,-17.000,-0.167,1028.792,6.093,0.000,0.000
